name,site,company,salary,eduBackground,techRequire
Java,北京·朝阳区·安贞,蓝色坐标,15-20K,"3-5年
本科",Hadoop网络爬虫Java
JAVA,北京,鸿链科技,10-15K·13薪,"1-3年
本科",分布式技术SpringBoot微服务架构SpringCloudJAVA
Java,北京·朝阳区·对外经贸,北京中软金卡,10-15K,"1-3年
本科",计算机软件中级软件工程师软件工程师初级软件工程师
Java,北京·海淀区·中关村,国科智安,18-25K·14薪,"3-5年
本科",SQLShellSpringBootRedisMySQLSpringCloud
Java python,上海·浦东新区·金桥,上海华为技术有限公司,20-30K,"1-3年
本科",Python后端开发Java
Java leader,上海·闵行区·虹桥,职聊网,25-50K,"5-10年
本科",微服务架构架构师高级软件工程师后端开发
java -mina,上海·浦东新区·张江,仁竹信息科技,15-20K,"5-10年
本科",后端工程师网络编程mina
JAVA 开发,上海·浦东新区·金桥,趣野科技,4-5K,"3-5年
本科",Java算法基础后端开发
Java Leader,上海·浦东新区·张江,上海云摩企业管理咨询,10-16K,"3-5年
学历不限",Java团队管理英语
JAVA leader,上海·浦东新区·花木,掘新科技,25-35K·13薪,"5-10年
本科",后端工程师架构师JavaSpringJava开发经验
Java developer,上海·浦东新区·张江,中数通,18-25K,"1-3年
本科",Java
Java go,上海·闵行区·虹桥,上海寻麓企业管理中心,7-8K,"3-5年
本科",微服务架构PHP
Java 研发,上海·静安区·汶水路,sungcor,10-15K·14薪,"3-5年
本科",SpringSpringMVCSpringCloudSpringBootMySQL
Java -上海,上海·浦东新区·陆家嘴,武汉佰钧成技术,13-17K,"1-3年
本科",Spring
JAVA 程序员,上海·普陀区·长征,针知运,7-8K,"经验不限
本科",SQL
java 工程师,上海·浦东新区·迪士尼,彦冕信息科技,8-13K,"1-3年
大专",分布式技术DubboSpringMVCMybatisRedis
java 工程师,上海·杨浦区·东外滩,龙渐集团,14-20K,"3-5年
本科",后端工程师JavaSpring
java 中级开发,上海·虹口区·大柏树,盛奕数字,10-15K·13薪,"1-3年
本科",SQL服务器配置微服务架构SpringRedisLinux
JAVA -上海,上海·长宁区·中山公园,北京朗杰,16-20K,"3-5年
本科",CSS微服务架构负载均衡技术分布式技术架构师
Sr. Java,上海·浦东新区·塘桥,花旗金融,25-35K,"5-10年
本科",SpringJava数据库
Java 工程师,上海·嘉定区·江桥,咨果科技,10-15K·13薪,"3-5年
本科",JavaJavaScriptHTMLShellTypeScript
Java Developer,上海·徐汇区·徐家汇,上海德萨科电子技...,15-25K·14薪,"1-3年
本科",容器技术网络协议SpringEclipseFrameworkGIT
Java 后端,上海·浦东新区·陆家嘴,融航信息,11-20K,"1-3年
本科",SpringHibernateStruts计算机软件SQLoracle
Java leader,上海·嘉定区·安亭,上汽集团,35-45K·14薪,"5-10年
本科",微服务架构负载均衡技术消息队列多线程架构师
Java Engineer,上海·黄浦区·人民广场,尼尔森IQ,14-15K·13薪,"5-10年
本科",SQLPython分布式技术SpringHibernateSpringBoot
JAVA 后端技术开发,上海·杨浦区·东外滩,傲彭斯科技,10-15K,"3-5年
大专",SpringSpringBootSpringCloudMySQLWEB开发
JAVA WEB工程师,上海·宝山区·大华,真聂思楼宇,15-30K·13薪,"3-5年
本科",JavaSpringMVC开发Linux数据库开发分布式技术
Senior Java Developer,上海·徐汇区·漕河泾,DigiBridge,20-40K,"5-10年
大专",Java后端开发前端开发
Java 后台开发,上海·长宁区·仙霞,上海阔程,10-15K,"3-5年
本科",Java后端开发Javascript
Java 工程师,上海·长宁区·北新泾,购信,10-20K,"3-5年
本科",JavaJavascript
JAVA 工程师,上海·杨浦区·五角场,经数科技,10-15K·13薪,"3-5年
本科",JavaMongoDBMySQL
Java 工程师,上海·普陀区·桃浦,小蜜蜂供应链,15-20K·13薪,"3-5年
大专",JavaSpringBoot后端开发
java (双休＋大厂＋稳定）,上海·杨浦区·东外滩,纬创软件,15-19K,"3-5年
本科",Spring多线程分布式
Java 中高级开发,上海·长宁区·中山公园,八诀品牌管理,16-25K·13薪,"3-5年
本科",后端工程师GITLinux微服务架构SpringMVCSpring
Java 技术专家,上海·浦东新区·张江,叮咚买菜,30-40K·15薪,"5-10年
本科",分布式技术数据结构Spring后端开发架构师
java 工程师,上海·长宁区·新华路,秉坤,12-23K·13薪,"3-5年
本科",Java
Java 技术leader,上海,小果科技,15-30K,"3-5年
本科",SQLHTMLCSSSpringSpringBootSpringMVC
java 工程师,上海·徐汇区·徐家汇,琦亿科技,12-24K,"3-5年
大专",多线程微服务架构网络协议MVC开发SpringDubbo
Java 开发工程师,上海·浦东新区·张江,上海宝云网络,15-25K,"1-3年
本科",SQL分布式技术SpringBootSSMSpringCloud
Java 开发工程师,上海,携程旅行网,15-30K,"3-5年
本科",Java后端开发
Java 开发工程师,上海·浦东新区·临港,特斯拉 Tesla,40-65K,"10年以上
本科",Java
JAVA 技术合伙人,上海·普陀区·长征,七致,15-25K,"3-5年
本科",分布式技术消息队列容器技术saas
Java 开发工程师,上海·松江区·新桥,巨人网络,20-40K·13薪,"3-5年
本科",微服务架构中级软件工程师高级软件工程师容器技术
Java 后端开发,上海,剧嗨,15-20K·13薪,"3-5年
本科",SQL分布式技术多线程微服务架构Hibernate
JAVA Web工程师,上海·浦东新区·张江,宜氪数据科技,10-11K,"1-3年
本科",JAVASpringBootHTMLCSSSQL
后端开发 java,上海·长宁区·中山公园,九脉信息,15-16K·13薪,"5-10年
本科",MySQL后端开发数据结构高级软件工程师架构师
Java 初中高～,上海·浦东新区·塘桥,新致软件,14-26K,"3-5年
本科",Oracle分布式技术多线程微服务架构SpringBoot
Senior Java Engineer,上海·静安区·南京西路,Farfetch,30-40K,"5-10年
本科",Java开发经验Java留学生优先服务器端开发
Advanced Java engineer,上海·闵行区·浦江,KEBA,10-20K,"3-5年
本科",Linux通信Java
java 架构师,上海·徐汇区·漕河泾,上海爱可生,15-28K,"5-10年
本科",JavaJavaScriptSpringHibernateJQueryStruts
高级 Java 工程师,上海·普陀区·长风,上海六坊信息科技,20-25K,"5-10年
本科",Java
Java 高级工程师,上海·浦东新区·张江,汉器,12-24K·13薪,"3-5年
大专",分布式技术服务器配置微服务架构SpringSpringMVC
Java 开发工程师,上海·徐汇区·漕河泾,中科创达,12-17K,"3-5年
本科",JavaDubbo、Strust2SpringMVC金融
Java 软件工程师,上海·浦东新区·金桥,华为,18-35K·16薪,"经验不限
本科",后端工程师JavaC/C++计算机/软件工程相关经验
Software Engineer - Java,上海·浦东新区·三林,默克,20-25K·15薪,"3-5年
本科",JavaSQLSpringHibernateMVC开发服务器配置
Java 开发工程师,上海·浦东新区·三林,英鹿科技,8-13K,"3-5年
大专",JavaJavascript系统架构
java 开发工程师,上海·浦东新区·陆家嘴,上海熊芯信息技术...,12-18K,"3-5年
学历不限",SpringSpringMVCMySQLMVC开发OracleGIT
日语 Java 前端,上海·浦东新区·陆家嘴,励安,15-20K·15薪,"3-5年
本科",HTMLCSSWEB开发微服务架构js 前端 日语
JAVA WEB工程师,上海·浦东新区·北蔡,悦程信息技术,10-15K·13薪,"经验不限
本科",MVC开发Spring
Java 开发经理,上海·浦东新区·三林,金涸,40-60K,"5-10年
本科",后端工程师系统架构设计JVM 调优中台建设
java 高级开发工程师,上海·普陀区·长寿路,比特时氪,15-25K·13薪,"3-5年
本科",Java
Java 高级开发工程师,上海·宝山区·高境,琅琛信息,20-21K,"5-10年
大专",Java全栈工程师团队管理经验SOA
Java 高级&资深&技术专家,上海·宝山区·淞南,微盟,25-50K·14薪,"5-10年
本科",分布式技术数据结构消息队列后端开发
Java 高级开发工程师,上海·徐汇区·田林,上海电气集团数字...,20-40K·14薪,"5-10年
本科",SQL微服务架构容器技术分布式技术多线程
Java 开发工程师,上海·徐汇区·龙华,上海有条不紊信息科技,12-20K,"1-3年
本科",Java
Java 开发工程师,上海·普陀区·桃浦,上海助医,18-25K·13薪,"3-5年
本科",SpringRedisGITSpringBoot后端开发Java
Java 软件工程师,上海·虹口区·周家嘴路,更创智能,8-13K,"1-3年
大专",Java前端开发Javascript
Java 高级工程师,上海·虹口区·周家嘴路,得物App,20-40K·15薪,"经验不限
学历不限",Java后端开发
JAVA 开发工程师,上海·闵行区·浦江,马库科技,8-13K·13薪,"1-3年
大专",软件工程师MySQLJavaScriptIOSAndroid小程序
Java 开发工程师,上海·浦东新区·张江,上海智目科技有限公司,15-20K,"1-3年
本科",后端开发架构师高级软件工程师
JAVA 开发工程师,上海,ADS,12-18K·13薪,"1-3年
本科",JavaSQLHTMLCSSJavaScriptPythonC#
JAVA 初级工程师,上海·闵行区·浦江,创度软件,7-12K,"在校/应届
本科",数据结构SpringSpringBoot
Sr. JAVA Software Engineer,上海·黄浦区·打浦桥,Airwallex,35-50K·15薪,"5-10年
本科",JavaCSSPythonScalaKotlin
Java 开发工程师,上海·浦东新区·世纪公园,WeMeet 会多多,15-25K,"5-10年
本科",负载均衡技术分布式技术消息队列多线程架构师
Java 软件工程师,上海·徐汇区·徐家汇,华广生物,6-9K·14薪,"1-3年
大专",SQL多线程网络协议SpringHibernateStrutsSSH
Java & Web Developer,上海,爱克发医疗科技,14-22K,"1-3年
本科",后端开发JavaSQLHibernateAPIJava-EEFHIR
Java 开发工程师,上海·浦东新区·康桥,上海戊实,15-30K,"3-5年
大专",Java分布式技术SpringRedisMemcachedLinux
Java 算法工程师,上海·静安区·火车站,栈略数据,20-40K·13薪,"5-10年
本科",Java后端开发机器学习
资深 java 工程师,上海·长宁区·古北,拼多多,30-60K,"3-5年
本科",JavaMYSQLRedis
java 开发工程师,上海·浦东新区·张江,阅文集团,20-25K,"3-5年
本科",后端开发微服务高并发
高级 Java 工程师,上海·浦东新区·张江,成同网络,22-30K,"5-10年
本科",后端工程师JavaMySQLRedisJava开发经验
JAVA 开发,上海·徐汇区·龙华,睿天信息,9-18K,"3-5年
本科",Java后端开发Javascript
JAVA DEVELOPER,上海·浦东新区·世纪公园,沃纳国际物流,12-18K,"5-10年
本科",JavaJavascript
JAVA 资深/专家开发工程师,上海·闵行区·莘庄,上海钧正网络科技,30-50K·14薪,"5-10年
本科",分布式技术服务器配置微服务架构负载均衡技术
Java web开发工程师,上海·普陀区·长风,探梦纪,12-15K,"1-3年
本科",SQL数据结构SpringBootSpringCloudMySQL
高级 Java 后端工程师,上海·黄浦区·淮海路,维万广告,15-25K,"1-3年
本科",JavaPythonMYSQL
java web开发工程师,上海·普陀区·光新,众毅工控,10-15K,"3-5年
本科",Java后端开发SpringBootSpringCloudIDEAMySQL
JAVA WEB开发工程师,上海·长宁区·仙霞,上海呈祥,8-9K,"1-3年
本科",Web前端前端开发后端开发
Java 中级开发工程师,上海·长宁区·仙霞,七云网络,13-18K·13薪,"1-3年
本科",后端工程师JavaSpringMyBatis
Java 高级研发工程师,上海·浦东新区·张江,擎刚智能,15-30K,"5-10年
本科",Shell微服务架构数据结构消息队列算法基础
Java 高级开发工程师,上海·浦东新区·张江,安睦来,20-26K·14薪,"3-5年
本科",后端工程师JavaSpring
java web开发工程师,上海·浦东新区·源深,上海海硕士软件有...,7-12K,"1-3年
大专",SQLCSSSpringVUE全栈全栈开发HTML
Java 软件开发工程师,上海·杨浦区·五角场,实地信息,8-12K·13薪,"1-3年
本科",Java开发经验JavaJavaScriptMyBatis后端工程师
Java 程序开发工程师,上海·静安区·彭浦镇,上海零三科技,10-15K·13薪,"1-3年
大专",SQLHTMLCSSSpringStrutsOracleSVN
Java Web开发工程师,上海·嘉定区·江桥,上海典通,18-23K,"5-10年
本科",架构师软件工程师Web端
Java 资深/高级工程师,上海·长宁区·北新泾,携程旅行网,20-40K·16薪,"3-5年
本科",高级软件工程师架构师OTA
java 中级开发工程师,上海,上海比程,10-12K,"3-5年
本科",后端工程师MavenGITNoSQLMySQLSpringBoot
JAVA 工程师,上海·浦东新区·周浦,云禾信息,9-10K,"3-5年
本科",JavaJavascriptHTML
Java Developer - Java开发工程师,上海·静安区·曹家渡,鼎骏软件,9-12K,"1-3年
大专",计算机软件
Java 软件工程师 开发工程师,上海·嘉定区·江桥,视展科技,9-12K,"3-5年
大专",HTMLCSS多线程服务器配置网络协议MVC开发
Java 资深开发工程师-平台技术,上海·长宁区·仙霞,仙豆智能,20-30K·15薪,"5-10年
本科",HTML多线程微服务架构后端开发高级软件工程师
Java Web开发工程师,上海·黄浦区·外滩,DefyMedia,15-20K,"1-3年
学历不限",Java后端开发HTML/CSS
Java 后端开发工程师,上海·长宁区·北新泾,携程旅行网,15-30K,"3-5年
本科",Java后端开发数据库
Java 软件开发工程师,上海·闵行区·虹桥,维知科技,15-20K·13薪,"经验不限
大专",SpringJavaHibernate
实习 JAVA 研发/开发工程师,上海·浦东新区·曹路,嘉洪信息,3-5K,"经验不限
本科",SQLSpringSpringCloudSpringBoot后端开发
游戏主程序（UNITY3D JAVA 后端程序）,上海·宝山区·庙行,上海能登,15-30K,"3-5年
本科",Java后端开发Unity3D
Java Web 开发工程师,上海·闵行区·梅陇,见行信息,10-15K,"1-3年
本科",全栈工程师JavaSpringMyBatisJava开发经验JSP
Java 高级研发工程师（上海）,上海·徐汇区·田林,NewsBreak,30-60K·15薪,"3-5年
本科",JavaPHPPython
java 后端开发工程师,上海·浦东新区·陆家嘴,初九数据,12-16K,"3-5年
大专",Java
Java 开发工程师（第三方）,上海·浦东新区·张江,北京百度网讯有限公司,12-24K,"经验不限
本科",JavaSpringMySQL
Modelica 平台 Java 工程师,上海·浦东新区·张江,邦定智慧,15-30K·13薪,"3-5年
本科",架构师
Java 后端工程师--OD岗位,上海·浦东新区·金桥,华为云计算,15-25K·15薪,"1-3年
本科",微服务架构负载均衡技术多线程后端开发MySQL
Senior Java Developer,上海·杨浦区·五角场,IBM,23-25K·13薪,"5-10年
本科",后端工程师JavaJava开发经验中大型项目架构设计经验
Cloud Java Engineer,上海·闵行区·静安新城,Lixil,12-20K,"3-5年
本科",Java
Java Developer_美资Java开发工程师,上海·浦东新区·张江,德泰信息技术（上...,10-20K,"3-5年
本科",Java数据库
JAVA 开发工程师,上海·浦东新区·金桥,上海银帆信息科技,14-20K·14薪,"3-5年
本科",SQLMVC开发服务器配置网络协议网络编程
高薪 双休 Java,上海·浦东新区·唐镇,百家智联,15-20K·13薪,"1-3年
本科",SQLHTML多线程微服务架构MVC开发Spring
Java 公共服务资深工程师,上海·闵行区·南方商城,途虎养车,25-40K·14薪,"5-10年
本科",容器技术消息队列数据结构架构师初级软件工程师
Java 美团/线上面试,上海·杨浦区·东外滩,法本,15-18K·13薪,"3-5年
本科",后端工程师Java计算机/软件工程相关经验
JAVA WEB 工程师,上海·闵行区·七宝,立岳科技,12-20K,"3-5年
本科",JavaSQLPythonShellPerlSpringHibernate
JAVA 开发工程师,上海·浦东新区·张江,讯联,12-24K,"3-5年
本科",后端开发Java
JAVA 开发工程师,上海·徐汇区·康健,微联天宜,14-20K,"3-5年
本科",微服务架构SpringSpringCloudRedisOracleNoSQL
后端工程师 JAVA,上海·普陀区·武宁,微电子设计,14-18K,"3-5年
学历不限",Javaspring
Java 开发工程师,上海·长宁区·仙霞,家育汇康,12-20K,"1-3年
本科",Java后端开发数据库
Java,上海·杨浦区·新江湾城,云砥,10-15K·13薪,"1-3年
本科",AndroidSpringBootSpringSpringMVCNoSQL
Java,上海·嘉定区·嘉定镇,普希金信息技术,15-16K,"3-5年
本科",微服务架构服务器端开发
Java,上海·浦东新区·张江,瞬联科技,20-26K·13薪,"3-5年
本科",后端工程师留学生优先Java英美留学生澳加留学生
Java,上海·徐汇区·田林,巡音网络,20-30K,"3-5年
本科",Java游戏开发Unity3D
Java,上海·浦东新区·御桥,名质科技,13-25K,"1-3年
本科",数据库后端开发Java
Java,上海,谙瑞信息,18-23K,"5-10年
大专",JavaSQLMVC开发SpringHibernateStruts
Java,上海·黄浦区·人民广场,慧星智能科技,15-16K,"3-5年
大专",Java服务器端开发Web端服务器配置
Java,上海·杨浦区·延吉,迪维思,15-16K,"1-3年
本科",后端工程师Java
Java,上海·虹口区·曲阳,斐炫,6-8K,"1-3年
大专",Java后端开发数据库
Java,上海·徐汇区·徐家汇,罕觏,10-15K·14薪,"1-3年
本科",全栈工程师C/C++PythonJava
Java,上海·杨浦区·五角场,sumainfor,8-15K,"3-5年
本科",JavaJavascript后端开发
Java,上海·长宁区·新华路,赣之云,15-20K,"3-5年
大专",SpringBootSpringCloudSpringSpringMVCSSM
Java,上海·闵行区·南方商城,FinWood,40-70K·15薪,"10年以上
本科",分布式技术多线程微服务架构算法基础多进程
Java,上海·长宁区·北新泾,慧培训,10-20K,"3-5年
大专",JavaJavascript后端开发
Java,上海·浦东新区·塘桥,茄子快传,30-60K·15薪,"3-5年
本科",Java分布式技术支付Spring后端开发架构师
Java,上海·浦东新区·唐镇,博源华洋,10-20K,"3-5年
大专",JavaCore java
Java,上海·长宁区·仙霞,漾瞳科技有限公司,20-28K,"1-3年
本科",PythonCSS
